FechaHora,Bateria_Volts,Corriente_Panel_Solar,LgcTsol,Nivel_Agua_m,Precipitacion_mm,Precipitacion_24h_mm,Presion_Sensor_cm,Temperatura_Agua_C,Temperatura_Interna_C,Humedad_Interna_Porc,Clasificacion_Clima
2007-12-30 18:00:00,13.1,56.0,0.0,0.4933148642430408,51.0,0.0,0.0,5.2,35.0,18.0,Frío_y_Lluvioso
2007-12-30 17:00:00,13.1,50.0,0.0,0.5141907032195068,51.0,0.0,0.0,8.1,38.0,30.0,Frío_y_Lluvioso
2007-12-30 16:00:00,13.1,56.0,0.0,0.514464513811023,51.0,0.0,0.0,4.1,36.0,50.0,Frío_y_Lluvioso
2007-12-30 15:00:00,13.05,53.0,0.0,0.5030657290962934,51.0,0.0,0.0,9.35,34.5,25.5,Desconocido
2007-12-30 14:00:00,13.0,50.0,0.0,0.5028667575299619,51.0,0.0,0.0,14.6,33.0,1.0,Frío_y_Lluvioso
2007-12-30 13:00:00,12.933333333333334,41.666666666666664,0.16666666666666666,0.5059444825164574,51.0,0.16666666666666666,0.0,12.966666666666667,32.0,2.666666666666667,Desconocido
2007-12-30 12:00:00,12.866666666666667,33.33333333333333,0.3333333333333333,0.5026985761410862,51.0,0.3333333333333333,0.0,11.333333333333332,31.0,4.333333333333334,Desconocido
2007-12-30 11:00:00,12.8,25.0,0.5,0.49571501641701865,51.0,0.5,0.0,9.7,30.0,6.0,Desconocido
2007-12-30 10:00:00,12.733333333333333,16.666666666666664,0.6666666666666666,0.4949494255268387,51.0,0.6666666666666666,0.0,8.066666666666666,29.0,7.666666666666667,Desconocido
2007-12-30 09:00:00,12.666666666666666,8.333333333333329,0.8333333333333333,0.49723809441033967,51.0,0.8333333333333333,0.0,6.433333333333332,28.0,9.333333333333334,Desconocido
2007-12-30 08:00:00,12.6,0.0,1.0,0.5052341335118729,51.0,1.0,0.0,4.8,27.0,11.0,Frío_y_Lluvioso
2007-12-30 07:00:00,12.6,0.0,1.0,0.49020096859861423,51.0,1.0,0.0,4.8,26.5,15.5,Desconocido
2007-12-30 06:00:00,12.6,0.0,1.0,0.4983235391035012,51.0,1.0,0.0,4.8,26.0,20.0,Frío_y_Lluvioso
2007-12-30 05:00:00,12.7,0.0,1.0,0.5006401124789759,51.0,1.0,0.0,4.8,26.0,33.0,Frío_y_Lluvioso
2007-12-30 04:00:00,12.7,0.0,1.0,0.5024878490144418,51.0,1.0,0.0,4.8,26.0,33.0,Frío_y_Lluvioso
2007-12-30 03:00:00,12.7,0.0,1.0,0.5088460450723014,51.0,1.0,0.0,4.8,27.0,60.0,Frío_y_Lluvioso
2007-12-30 02:00:00,12.7,0.0,1.0,0.5057194471870734,51.0,1.0,0.0,4.8,29.0,14.0,Frío_y_Lluvioso
2007-12-30 01:00:00,12.774999999999999,11.5,0.75,0.4878270217374935,51.0,1.0,0.0,5.7,31.75,22.75,Desconocido
2007-12-30 00:00:00,12.85,23.0,0.5,0.4939057517798625,51.0,1.0,0.0,6.6,34.5,31.5,Desconocido
2007-12-29 23:00:00,12.925,34.5,0.25,0.4993982836468521,51.0,1.0,0.0,7.5,37.25,40.25,Desconocido
2007-12-29 22:00:00,13.0,46.0,0.0,0.48782129184438155,51.0,1.0,0.0,8.4,40.0,49.0,Frío_y_Lluvioso
2007-12-29 21:00:00,13.0,43.0,0.0,0.5120439661343716,51.0,1.0,0.0,8.5,41.0,38.0,Frío_y_Lluvioso
2007-12-29 20:00:00,13.033333333333333,46.666666666666664,0.0,0.5003428981170461,51.0,1.0,0.0,9.7,40.0,35.666666666666664,Desconocido
2007-12-29 19:00:00,13.066666666666666,50.333333333333336,0.0,0.502872441935632,51.0,1.0,0.0,10.9,39.0,33.333333333333336,Desconocido
2007-12-29 18:00:00,13.1,54.0,0.0,0.5036272750389087,51.0,1.0,0.0,12.1,38.0,31.0,Frío_y_Lluvioso
2007-12-29 17:00:00,13.1,57.0,0.0,0.5119816494186163,51.0,1.0,0.0,12.3,37.0,57.0,Frío_y_Lluvioso
2007-12-29 16:00:00,13.1,62.0,0.0,0.5191545227826497,51.0,1.0,0.0,13.75,35.5,47.0,Desconocido
2007-12-29 15:00:00,13.1,67.0,0.0,0.5011051148072194,51.0,1.0,0.0,15.2,34.0,37.0,Templado_y_Lluvioso
2007-12-29 14:00:00,12.8,30.0,0.0,0.49751794875681254,51.0,1.0,0.0,17.8,35.0,55.0,Templado_y_Lluvioso
2007-12-29 13:00:00,12.8,33.0,0.0,0.5026954051750772,51.0,1.0,0.0,4.8,33.0,9.0,Frío_y_Lluvioso
2007-12-29 12:00:00,12.733333333333334,22.0,0.3333333333333333,0.48399075147719495,51.0,0.6666666666666667,0.0,4.8,30.333333333333332,15.0,Desconocido
2007-12-29 11:00:00,12.666666666666666,11.0,0.6666666666666666,0.5101237285999118,51.0,0.33333333333333337,0.0,4.8,27.666666666666668,21.0,Desconocido
2007-12-29 10:00:00,12.6,0.0,1.0,0.49746982668183765,51.0,0.0,0.0,4.8,25.0,27.0,Frío_y_Lluvioso
2007-12-29 09:00:00,12.6,0.0,1.0,0.4965435538119139,51.0,0.0,0.0,4.8,25.0,27.0,Frío_y_Lluvioso
2007-12-29 08:00:00,12.6,0.0,1.0,0.47426953952338646,51.0,0.0,0.0,4.8,25.0,38.666666666666664,Desconocido
2007-12-29 07:00:00,12.6,0.0,1.0,0.4985732363542352,51.0,0.0,0.0,4.8,25.0,50.33333333333333,Desconocido
2007-12-29 06:00:00,12.6,0.0,1.0,0.4981382758450236,51.0,0.0,0.0,4.8,25.0,62.0,Frío_y_Lluvioso
2007-12-29 05:00:00,12.649999999999999,0.0,1.0,0.4985920695794872,51.0,0.0,0.0,4.8,25.5,45.5,Desconocido
2007-12-29 04:00:00,12.7,0.0,1.0,0.5074132584674619,51.0,0.0,0.0,4.8,26.0,29.0,Frío_y_Lluvioso
2007-12-29 03:00:00,12.7,0.0,1.0,0.5074231480090121,51.0,0.0,0.0,4.8,27.0,44.0,Frío_y_Lluvioso
2007-12-29 02:00:00,12.7,0.0,1.0,0.49675507448556605,51.0,0.0,0.0,4.8,27.0,44.0,Frío_y_Lluvioso
2007-12-29 01:00:00,12.7,0.0,1.0,0.49421729169142253,51.0,0.0,0.0,4.8,27.0,4.0,Frío_y_Lluvioso
2007-12-29 00:00:00,12.75,0.0,1.0,0.5073390050502777,51.0,0.0,0.0,4.8,28.5,8.5,Desconocido
2007-12-28 23:00:00,12.8,0.0,1.0,0.4936298320213358,51.0,0.0,0.0,4.8,30.0,13.0,Frío_y_Lluvioso
2007-12-28 22:00:00,12.9,5.0,0.0,0.49366959379889935,51.0,0.0,0.0,40.6,33.0,33.0,Cálido_y_Lluvioso
2007-12-28 21:00:00,13.1,50.0,0.0,0.49486393297152914,50.0,0.0,0.0,23.6,37.0,36.0,Templado_y_Lluvioso
2007-12-28 20:00:00,13.1,53.5,0.0,0.48568993375587755,50.0,0.0,0.0,23.25,36.5,43.5,Desconocido
2007-12-28 19:00:00,13.1,57.0,0.0,0.4951272637172203,50.0,0.0,0.0,22.9,36.0,51.0,Templado_y_Lluvioso
2007-12-28 18:00:00,13.1,54.0,0.0,0.48699782592875857,50.0,0.0,0.0,2.1,34.0,27.0,Frío_y_Lluvioso
2007-12-28 17:00:00,13.1,54.0,0.0,0.5023268243998389,50.0,0.0,0.0,2.1,34.0,27.0,Frío_y_Lluvioso
2007-12-28 16:00:00,13.2,65.0,0.0,0.5017873693746719,50.0,0.0,0.0,6.4,32.0,60.0,Frío_y_Lluvioso
2007-12-28 15:00:00,13.1,59.0,0.0,0.5191836070047925,50.0,0.0,0.0,5.866666666666667,31.333333333333332,57.333333333333336,Desconocido
2007-12-28 14:00:00,13.0,53.0,0.0,0.49715866232510186,50.0,0.0,0.0,5.333333333333333,30.666666666666668,54.666666666666664,Desconocido
2007-12-28 13:00:00,12.9,47.0,0.0,0.5172075964267981,50.0,0.0,0.0,4.8,30.0,52.0,Frío_y_Lluvioso
2007-12-28 12:00:00,12.7,24.0,0.0,0.5109740239840533,50.0,0.0,0.0,4.8,28.0,43.0,Frío_y_Lluvioso
2007-12-28 11:00:00,12.649999999999999,12.0,0.5,0.48913037771104295,50.0,0.0,0.0,4.8,27.5,24.5,Desconocido
2007-12-28 10:00:00,12.6,0.0,1.0,0.5020810696510232,50.0,0.0,0.0,4.8,27.0,6.0,Frío_y_Lluvioso
2007-12-28 09:00:00,12.6,0.0,1.0,0.4920493802781309,50.0,0.0,0.0,4.8,27.0,59.0,Frío_y_Lluvioso
2007-12-28 08:00:00,12.6,0.0,1.0,0.48593116857201624,50.0,0.0,0.0,4.8,27.0,49.5,Desconocido
2007-12-28 07:00:00,12.6,0.0,1.0,0.502940726859633,50.0,0.0,0.0,4.8,27.0,40.0,Frío_y_Lluvioso
2007-12-28 06:00:00,12.649999999999999,0.0,1.0,0.502017212381932,50.0,0.0,0.0,4.8,27.5,28.0,Desconocido
2007-12-28 05:00:00,12.7,0.0,1.0,0.5014573162728005,50.0,0.0,0.0,4.8,28.0,16.0,Frío_y_Lluvioso
2007-12-28 04:00:00,12.7,0.0,1.0,0.49937660292407354,50.0,0.0,0.0,4.8,28.0,26.5,Desconocido
2007-12-28 03:00:00,12.7,0.0,1.0,0.49803305642283185,50.0,0.0,0.0,4.8,28.0,37.0,Frío_y_Lluvioso
2007-12-28 02:00:00,12.7,0.0,1.0,0.5125320815561414,50.0,0.0,0.0,4.8,28.0,62.0,Frío_y_Lluvioso
2007-12-28 01:00:00,12.7,0.0,1.0,0.5102640620038686,50.0,0.0,0.0,4.8,29.0,16.0,Frío_y_Lluvioso
2007-12-28 00:00:00,12.8,0.0,1.0,0.5016051317905289,50.0,0.0,0.0,4.8,30.0,8.0,Frío_y_Lluvioso
2007-12-27 23:00:00,12.95,26.5,0.5,0.49646618966776196,50.0,0.0,0.0,9.649999999999999,33.5,6.0,Desconocido
2007-12-27 22:00:00,13.1,53.0,0.0,0.4987657674783742,50.0,0.0,0.0,14.5,37.0,4.0,Frío_y_Lluvioso
2007-12-27 21:00:00,13.1,46.5,0.0,0.5039814877875145,50.0,0.0,0.0,13.85,38.0,17.5,Desconocido
2007-12-27 20:00:00,13.1,40.0,0.0,0.5003547438932202,50.0,0.0,0.0,13.2,39.0,31.0,Frío_y_Lluvioso
2007-12-27 19:00:00,13.1,40.0,0.0,0.5026596265259835,50.0,0.0,0.0,11.0,37.0,36.0,Desconocido
2007-12-27 18:00:00,13.1,40.0,0.0,0.4994075686259257,50.0,0.0,0.0,8.8,35.0,41.0,Frío_y_Lluvioso
2007-12-27 17:00:00,13.1,52.0,0.0,0.5137279636348449,50.0,0.0,0.0,7.800000000000001,34.0,32.0,Desconocido
2007-12-27 16:00:00,13.1,64.0,0.0,0.5045867330759631,50.0,0.0,0.0,6.800000000000001,33.0,23.0,Desconocido
2007-12-27 15:00:00,13.1,76.0,0.0,0.5073460290141274,50.0,0.0,0.0,5.8,32.0,14.0,Desconocido
2007-12-27 14:00:00,13.1,88.0,0.0,0.5054436773624893,50.0,0.0,0.0,4.8,31.0,5.0,Frío_y_Lluvioso
2007-12-27 13:00:00,13.1,88.0,0.0,0.48620075368681615,50.0,0.0,0.0,4.8,31.0,5.0,Frío_y_Lluvioso
2007-12-27 12:00:00,12.85,48.0,0.0,0.516027667160669,50.0,2.0,0.0,4.8,28.5,31.0,Desconocido
2007-12-27 11:00:00,12.6,8.0,0.0,0.5039968790745897,50.0,4.0,0.0,4.8,26.0,57.0,Frío_y_Lluvioso
2007-12-27 10:00:00,12.6,5.333333333333334,0.3333333333333333,0.48314565192120695,50.0,4.0,0.0,4.8,26.0,56.666666666666664,Desconocido
2007-12-27 09:00:00,12.6,2.666666666666667,0.6666666666666666,0.5110231025487365,50.0,4.0,0.0,4.8,26.0,56.333333333333336,Desconocido
2007-12-27 08:00:00,12.6,0.0,1.0,0.5205914020817517,50.0,4.0,0.0,4.8,26.0,56.0,Frío_y_Lluvioso
2007-12-27 07:00:00,12.6,0.0,1.0,0.5079134161958401,50.0,4.0,0.0,4.8,25.5,44.5,Desconocido
2007-12-27 06:00:00,12.6,0.0,1.0,0.5246258571138811,50.0,4.0,0.0,4.8,25.0,33.0,Frío_y_Lluvioso
2007-12-27 05:00:00,12.7,0.0,1.0,0.5056050611200491,50.0,4.0,0.0,4.8,25.0,24.0,Frío_y_Lluvioso
2007-12-27 04:00:00,12.7,0.0,1.0,0.5075721944439666,50.0,4.0,0.0,4.8,26.0,12.0,Frío_y_Lluvioso
2007-12-27 03:00:00,12.7,0.0,1.0,0.5126901797426269,50.0,4.0,0.0,4.8,26.0,39.0,Frío_y_Lluvioso
2007-12-27 02:00:00,12.7,0.0,1.0,0.5275421821342354,50.0,4.0,0.0,4.8,26.0,39.0,Frío_y_Lluvioso
2007-12-27 01:00:00,12.7,0.0,1.0,0.5148062766373518,50.0,4.0,0.0,4.8,28.0,46.0,Frío_y_Lluvioso
2007-12-27 00:00:00,12.825,11.0,0.75,0.491144548165431,50.0,4.0,0.0,4.8,29.0,43.25,Desconocido
2007-12-26 23:00:00,12.95,22.0,0.5,0.526827325537998,50.0,4.0,0.0,4.8,30.0,40.5,Desconocido
2007-12-26 22:00:00,13.075,33.0,0.25,0.5156778895586895,50.0,4.0,0.0,4.8,31.0,37.75,Desconocido
2007-12-26 21:00:00,13.2,44.0,0.0,0.501182974382809,50.0,4.0,0.0,4.8,32.0,35.0,Frío_y_Lluvioso
2007-12-26 20:00:00,13.1,43.0,0.0,0.5293919329924061,50.0,4.0,0.0,12.5,32.0,48.0,Desconocido
2007-12-26 19:00:00,13.0,42.0,0.0,0.5094176701407784,50.0,4.0,0.0,20.2,32.0,61.0,Templado_y_Lluvioso
2007-12-26 18:00:00,13.1,79.0,0.0,0.5160843516008279,50.0,4.0,0.0,10.2,36.0,26.0,Frío_y_Lluvioso
2007-12-26 17:00:00,13.1,59.0,0.0,0.538781470329759,50.0,4.0,0.0,13.6,36.0,4.0,Frío_y_Lluvioso
2007-12-26 16:00:00,13.1,61.5,0.0,0.5078911557378489,50.0,4.0,0.0,25.449999999999996,35.0,13.0,Desconocido
2007-12-26 15:00:00,13.1,64.0,0.0,0.5078556030671787,50.0,4.0,0.0,37.3,34.0,22.0,Cálido_y_Lluvioso
2007-12-26 14:00:00,13.1,75.0,0.0,0.5069100991427163,50.0,4.0,0.0,4.8,31.0,60.0,Frío_y_Lluvioso
2007-12-26 13:00:00,12.975,56.25,0.25,0.4938176950059301,50.0,3.25,0.0,4.8,29.75,59.0,Desconocido
2007-12-26 12:00:00,12.85,37.5,0.5,0.5019632247123089,50.0,2.5,0.0,4.8,28.5,58.0,Desconocido
2007-12-26 11:00:00,12.725,18.75,0.75,0.5044468488110827,50.0,1.75,0.0,4.8,27.25,57.0,Desconocido
2007-12-26 10:00:00,12.6,0.0,1.0,0.5124925440686354,50.0,1.0,0.0,4.8,26.0,56.0,Frío_y_Lluvioso
2007-12-26 09:00:00,12.6,0.0,1.0,0.4934962295940569,50.0,1.0,0.0,4.8,26.0,51.0,Desconocido
2007-12-26 08:00:00,12.6,0.0,1.0,0.5042496455213031,50.0,1.0,0.0,4.8,26.0,46.0,Frío_y_Lluvioso
2007-12-26 07:00:00,12.6,0.0,1.0,0.5022813706349154,50.0,1.0,0.0,4.8,25.0,37.0,Frío_y_Lluvioso
2007-12-26 06:00:00,12.6,0.0,1.0,0.5026515303892417,50.0,1.0,0.0,4.8,25.5,30.0,Desconocido
2007-12-26 05:00:00,12.6,0.0,1.0,0.5102451311984705,50.0,1.0,0.0,4.8,26.0,23.0,Frío_y_Lluvioso
2007-12-26 04:00:00,12.649999999999999,0.0,1.0,0.4889385650974573,50.0,1.0,0.0,4.8,26.0,12.0,Desconocido
2007-12-26 03:00:00,12.7,0.0,1.0,0.5023462897132546,50.0,1.0,0.0,4.8,26.0,1.0,Frío_y_Lluvioso
2007-12-26 02:00:00,12.7,0.0,1.0,0.5091573542064795,50.0,1.0,0.0,4.8,27.0,57.0,Frío_y_Lluvioso
2007-12-26 01:00:00,12.7,0.0,1.0,0.5106345963620221,50.0,1.0,0.0,4.8,27.0,36.0,Frío_y_Lluvioso
2007-12-26 00:00:00,12.7,0.0,1.0,0.5088294257023059,50.0,1.0,0.0,4.8,28.0,57.0,Frío_y_Lluvioso
2007-12-25 23:00:00,12.75,2.5,0.5,0.49917462937053314,50.0,1.0,0.0,4.8,29.0,49.0,Desconocido
2007-12-25 22:00:00,12.8,5.0,0.0,0.5135183512013833,50.0,1.0,0.0,4.8,30.0,41.0,Frío_y_Lluvioso
2007-12-25 21:00:00,13.0,31.0,0.0,0.5104019535245016,50.0,1.0,0.0,4.8,31.0,14.0,Frío_y_Lluvioso
2007-12-25 20:00:00,13.2,54.0,0.0,0.49305292337256423,50.0,1.0,0.0,7.7,33.0,8.0,Frío_y_Lluvioso
2007-12-25 19:00:00,13.149999999999999,111.0,0.5,0.5043679172332197,50.0,5.5,0.0,7.7,27.0,10.0,Desconocido
2007-12-25 18:00:00,13.1,168.0,1.0,0.5078963294045185,811.0,10.0,0.0,7.7,21.0,12.0,Frío_y_Lluvioso
2007-12-25 16:00:00,13.1,124.5,0.5,0.48960299091397047,378.0,5.5,0.0,6.25,26.5,14.5,Desconocido
2007-12-25 15:00:00,13.1,102.75,0.25,0.4906966866742206,171.0,3.25,0.0,5.525,29.25,15.75,Desconocido
2007-12-25 14:00:00,13.1,81.0,0.0,0.4937296250464659,47.0,1.0,0.0,4.8,32.0,17.0,Frío_y_Lluvioso
2007-12-25 09:00:00,12.6,0.0,1.0,0.4968094816089579,45.0,0.0,0.0,4.8,26.0,10.0,Frío_y_Lluvioso
2007-12-25 08:00:00,12.6,0.0,1.0,0.4878726510855957,45.0,0.0,0.0,4.8,26.0,31.0,Desconocido
2007-12-25 07:00:00,12.6,0.0,1.0,0.5276784179790317,45.0,0.0,0.0,4.8,26.0,52.0,Frío_y_Lluvioso
2007-12-25 06:00:00,12.7,0.0,1.0,0.507588577118006,45.0,0.0,0.0,4.8,26.0,36.0,Frío_y_Lluvioso
2007-12-25 05:00:00,12.7,0.0,1.0,0.4870186630248137,45.0,0.0,0.0,4.8,26.333333333333332,31.0,Desconocido
2007-12-25 04:00:00,12.7,0.0,1.0,0.49280789957204085,45.0,0.0,0.0,4.8,26.666666666666668,26.0,Desconocido
2007-12-25 03:00:00,12.7,0.0,1.0,0.5110848591670928,45.0,0.0,0.0,4.8,27.0,21.0,Frío_y_Lluvioso
2007-12-25 02:00:00,12.7,0.0,1.0,0.4952664971143909,45.0,0.0,0.0,4.8,29.0,50.0,Frío_y_Lluvioso
2007-12-25 01:00:00,12.78,9.8,0.8,0.49092175480308337,45.0,0.0,0.0,6.859999999999999,30.6,48.2,Desconocido
2007-12-25 00:00:00,12.86,19.6,0.6,0.5161442422435245,45.0,0.0,0.0,8.92,32.2,46.4,Desconocido
2007-12-24 23:00:00,12.94,29.400000000000002,0.3999999999999999,0.49415907029394796,45.0,0.0,0.0,10.98,33.8,44.6,Desconocido
2007-12-24 22:00:00,13.02,39.2,0.19999999999999996,0.5110701595609514,45.0,0.0,0.0,13.04,35.4,42.8,Desconocido
2007-12-24 21:00:00,13.1,49.0,0.0,0.4997873678791884,45.0,0.0,0.0,15.1,37.0,41.0,Templado_y_Lluvioso
2007-12-24 20:00:00,13.1,48.0,0.0,0.483199046097914,45.0,0.0,0.0,13.2,38.0,8.0,Frío_y_Lluvioso
2007-12-24 19:00:00,13.0,44.0,0.0,0.48711762053682195,45.0,0.0,0.0,11.5,40.0,20.0,Frío_y_Lluvioso
2007-12-24 18:00:00,13.033333333333333,51.0,0.0,0.499171382273502,45.0,0.0,0.0,20.366666666666667,38.333333333333336,16.333333333333332,Desconocido
2007-12-24 17:00:00,13.066666666666666,58.0,0.0,0.5017038874052906,45.0,0.0,0.0,29.233333333333334,36.666666666666664,12.666666666666668,Desconocido
2007-12-24 16:00:00,13.1,65.0,0.0,0.49703278841087223,45.0,0.0,0.0,38.1,35.0,9.0,Cálido_y_Lluvioso
2007-12-24 15:00:00,13.0,54.5,0.0,0.49414729207020885,45.0,0.0,0.0,21.45,33.0,4.5,Desconocido
2007-12-24 14:00:00,12.9,44.0,0.0,0.4897610295773171,45.0,0.0,0.0,4.8,31.0,0.0,Frío_y_Lluvioso
2007-12-24 13:00:00,12.825,33.0,0.25,0.5033262351098605,45.0,0.25,0.0,4.8,29.75,14.0,Desconocido
2007-12-24 12:00:00,12.75,22.0,0.5,0.5045367639296804,45.0,0.5,0.0,4.8,28.5,28.0,Desconocido
2007-12-24 11:00:00,12.675,11.0,0.75,0.49380181628224146,45.0,0.75,0.0,4.8,27.25,42.0,Desconocido
2007-12-24 10:00:00,12.6,0.0,1.0,0.504338370770617,45.0,1.0,0.0,4.8,26.0,56.0,Frío_y_Lluvioso
2007-12-24 09:00:00,12.6,0.0,1.0,0.47759749261213236,45.0,1.0,0.0,4.8,26.5,50.5,Desconocido
2007-12-24 08:00:00,12.6,0.0,1.0,0.5155273900157061,45.0,1.0,0.0,4.8,27.0,45.0,Frío_y_Lluvioso
2007-12-24 07:00:00,12.6,0.0,1.0,0.5071923649052845,45.0,1.0,0.0,4.8,27.5,33.0,Desconocido
2007-12-24 06:00:00,12.6,0.0,1.0,0.5074961237361842,45.0,1.0,0.0,4.8,28.0,21.0,Frío_y_Lluvioso
2007-12-24 05:00:00,12.6,0.0,1.0,0.508612759929978,45.0,1.0,0.0,4.8,28.0,7.0,Frío_y_Lluvioso
2007-12-24 04:00:00,12.649999999999999,0.0,1.0,0.5095053368081569,45.0,1.0,0.0,4.8,28.5,13.0,Desconocido
2007-12-24 03:00:00,12.7,0.0,1.0,0.5169380187807441,45.0,1.0,0.0,4.8,29.0,19.0,Frío_y_Lluvioso
2007-12-24 02:00:00,12.7,0.0,1.0,0.48972135736134015,45.0,1.0,0.0,4.8,29.0,50.0,Frío_y_Lluvioso
2007-12-24 01:00:00,12.7,0.0,1.0,0.5070205614061262,45.0,1.0,0.0,4.8,30.0,9.0,Frío_y_Lluvioso
2007-12-24 00:00:00,12.75,0.5,1.0,0.493530151060683,45.0,1.0,0.0,24.650000000000002,32.0,19.0,Desconocido
2007-12-23 23:00:00,12.8,1.0,1.0,0.4997175224757398,45.0,1.0,0.0,44.5,34.0,29.0,Cálido_y_Lluvioso
2007-12-23 22:00:00,12.9,17.0,0.0,0.491671556622142,45.0,1.0,0.0,10.7,36.0,24.0,Frío_y_Lluvioso
2007-12-23 21:00:00,12.95,50.5,0.0,0.47589997500974357,45.0,1.0,0.0,8.5,39.0,29.5,Desconocido
2007-12-23 20:00:00,13.0,84.0,0.0,0.5163364646321985,45.0,1.0,0.0,6.3,42.0,35.0,Frío_y_Lluvioso
2007-12-23 19:00:00,13.0,67.5,0.0,0.501418419108181,45.0,1.0,0.0,8.65,41.5,47.0,Desconocido
2007-12-23 18:00:00,13.0,51.0,0.0,0.5122528540347486,45.0,1.0,0.0,11.0,41.0,59.0,Frío_y_Lluvioso
2007-12-23 17:00:00,13.0,57.0,0.0,0.5109415166631196,45.0,1.0,0.0,18.2,40.0,32.0,Templado_y_Lluvioso
2007-12-23 16:00:00,13.0,57.0,0.0,0.4966936570119884,45.0,1.0,0.0,19.1,40.0,32.0,Templado_y_Lluvioso
2007-12-23 15:00:00,12.933333333333334,51.0,0.0,0.49146007567855665,45.0,1.0,0.0,14.333333333333336,36.666666666666664,35.666666666666664,Desconocido
2007-12-23 14:00:00,12.866666666666667,45.0,0.0,0.48829916421217834,45.0,1.0,0.0,9.566666666666668,33.333333333333336,39.333333333333336,Desconocido
